O,D,Ton
73510,1000008,362
73510,1000009,382
73510,1000010,30
73510,1000011,202
73510,1000012,416
73510,1000013,424
73510,1000014,376
73510,1000015,183
73510,1000016,366
73510,1000017,202
73510,1000018,370
73510,1000019,510
73510,1000020,552
73510,1000021,384
73510,1000022,507
73510,1000023,268
73510,1000024,529
73510,1000025,329
73510,1000026,367
73510,1000027,281
73510,1000028,35
73510,1000029,382
73510,1000030,394
73510,1000031,159
73510,1000032,242
73510,1000033,33
73510,1000034,150
73510,1000035,4
73510,1000036,260
73510,1000037,204
73510,1000038,337
73510,1000039,397
73510,1000040,261
73510,1000041,284
73510,1000042,340
73510,1000043,348
73510,1000044,50
73510,1000045,144
73510,1000046,247
73510,1000047,498
73510,1000048,293
73510,2146236900,189
73510,2146237252,557
73510,2146237358,66
73510,2146237366,329
73510,2146237373,401
73510,2146237375,543
73510,2146237805,288
73510,2146237822,50
73510,2146237837,392
73510,2146237900,341
73510,2146237901,249
73510,2146237902,132
73510,2146237904,402
73510,2146237906,274
73510,2146237907,239
73510,2146237908,483
73510,2146237909,227
73510,2146237910,440
73510,2146237911,26
73510,2146237912,47
73510,2146237913,239
73510,2146237915,315
73510,2146237917,17
73510,2146237920,395
73510,2146237921,436
73510,2146237928,538
73510,2146237929,125
73510,2146237930,50
73510,2146237931,554
73510,2146237932,102
73751,73510,478
73751,73751,547
73751,73760,109
73751,73816,211
73751,73876,121
73751,73972,88
73751,74055,265
73751,74232,455
73751,74451,95
73751,74521,80
73751,74723,515
73751,74984,47
73751,75006,150
73751,75064,252
73751,75131,326
73751,75279,273
73751,75318,184
73751,75467,32
73751,75533,474
73751,75579,408
73751,75627,152
73751,75631,402
73751,75634,247
73751,75659,144
73751,75766,481
73751,75778,67
73751,75794,40
73751,75880,243
73751,75937,161
73751,75961,449
73751,76069,187
73751,76072,554
73751,76108,279
73751,76138,84
73751,76144,132
73751,76153,233
73751,76187,52
73751,76243,197
73751,76300,429
73751,76316,479
73751,76354,550
73751,76442,178
73751,76462,406
73751,76513,456
73751,76541,543
73751,76550,370
73751,76554,447
73751,76573,211
73751,76579,382
73751,76599,267
73751,76604,152
73751,76634,311
73751,76655,59
73751,76673,433
73751,76712,50
73751,76727,155
73751,76732,401
73751,76735,6
73751,76759,108
73751,76801,19
73751,76812,284
73751,76819,401
73751,76824,236
73751,76840,304
73751,76844,445
73751,76851,170
73751,76862,469
73751,76921,420
73751,76949,546
73751,76963,374
73751,77007,105
73751,77022,328
73751,77039,214
73751,77056,432
73751,77076,268
73751,77104,206
73751,77108,90
73751,77110,97
73751,77142,265
73751,77166,14
73751,77174,442
73751,77182,230
73751,77189,17
73751,77223,22
73751,77227,223
73751,77250,145
73751,77295,483
73751,77303,341
73751,77317,443
73751,77342,158
73751,77377,448
73751,77387,1
73751,77398,144
73751,77406,99
73751,77433,105
73751,77434,276
73751,77450,174
73751,77469,183
73751,77481,380
73751,77485,272
73751,77489,137
73751,77511,326
73751,77520,332
73751,77546,519
73751,77559,314
73751,77561,94
73751,77577,108
73751,77604,495
73751,77614,430
73751,77624,164
73751,77639,569
73751,77669,337
73751,77678,509
73751,77688,456
73751,77692,223
73751,77700,259
73751,77738,450
73751,77742,181
73751,77800,150
73751,77809,311
73751,77815,99
73751,77818,119
73751,77820,79
73751,77870,233
73751,77871,189
73751,77872,447
73751,77877,478
73751,77883,385
73751,77887,337
73751,77897,111
73751,77910,32
73751,77930,136
73751,77931,448
73751,77987,149
73751,77989,357
73751,78066,483
73751,78070,541
73751,78098,330
73751,78144,487
73751,78187,190
73751,78204,523
73751,78205,100
73751,78207,393
73751,78212,404
73751,78231,168
73751,78233,386
73751,78242,157
73751,78249,380
73751,78278,463
73751,78289,136
73751,78300,555
73751,78344,266
73751,78360,89
73751,78388,44
73751,78425,15
73751,78461,274
73751,78467,444
73751,78478,336
73751,78487,531
73751,78510,428
73751,78579,543
73751,78679,70
73751,78692,9
73751,78703,449
73751,78726,106
73751,78771,512
73751,78903,127
73751,78929,449
73751,78974,173
73751,79022,123
73751,79047,243
73751,79049,108
73751,79060,149
73751,79066,419
73751,79079,540
73751,79126,578
73751,79169,419
73751,79188,128
73751,79203,376
73751,79208,284
73751,79320,265
73751,79358,280
73751,79409,420
73751,79460,319
73751,79524,446
73751,79701,129
73751,79719,289
73751,79968,159
73751,80004,267
73751,80020,257
73751,80109,453
73751,80264,342
73751,80332,117
73751,80833,352
73751,80838,49
73751,113707,3
73751,114425,162
73751,114430,526
73751,114489,367
73751,114588,236
73751,280907,462
73751,282361,350
73751,282575,333
73751,282586,553
73751,282587,512
73751,282599,358
73751,1000000,314
73751,1000001,255
73751,1000002,147
73751,1000003,203
73751,1000004,194
73751,1000005,391
73751,1000007,101
73751,1000008,402
73751,1000009,442
73751,1000010,9
73751,1000011,529
73751,1000012,416
73751,1000013,468
73751,1000014,110
73751,1000015,527
73751,1000016,484
73751,1000017,48
73751,1000018,293
73751,1000019,133
73751,1000020,463
73751,1000021,69
73751,1000022,144
73751,1000023,117
73751,1000024,547
73751,1000025,473
73751,1000026,464
73751,1000027,207
73751,1000028,216
73751,1000029,325
73751,1000030,543
73751,1000031,17
73751,1000032,476
73751,1000033,500
73751,1000034,137
73751,1000035,358
73751,1000036,377
73751,1000037,429
73751,1000038,362
73751,1000039,44
73751,1000040,127
73751,1000041,324
73751,1000042,53
73751,1000043,377
73751,1000044,393
73751,1000045,323
73751,1000046,368
73751,1000047,21
73751,1000048,395
73751,2146236900,280
73751,2146237252,412
73751,2146237358,494
73751,2146237363,254
73751,2146237366,462
73751,2146237373,103
73751,2146237375,364
73751,2146237805,148
73751,2146237822,257
73751,2146237837,434
73751,2146237900,88
73751,2146237901,379
73751,2146237902,11
73751,2146237904,227
73751,2146237906,125
73751,2146237907,216
73751,2146237908,81
73751,2146237909,432
73751,2146237910,256
73751,2146237911,31
73751,2146237912,156
73751,2146237913,469
73751,2146237915,132
73751,2146237917,383
73751,2146237920,499
73751,2146237921,323
73751,2146237928,505
73751,2146237929,174
73751,2146237930,10
73751,2146237931,503
73751,2146237932,475
73760,73510,421
73760,73751,32
73760,73760,282
73760,73816,551
73760,73876,447
73760,73972,465
73760,74055,293
73760,74232,275
73760,74451,66
73760,74521,188
73760,74723,462
73760,74984,542
73760,75006,102
73760,75064,118
73760,75131,43
73760,75279,155
73760,75318,280
73760,75467,84
73760,75533,113
73760,75579,556
73760,75627,574
73760,75631,126
73760,75634,259
73760,75659,170
73760,75766,98
73760,75778,84
73760,75794,404
73760,75880,56
73760,75937,199
73760,75961,356
73760,76069,312
73760,76072,541
73760,76108,281
73760,76138,68
73760,76144,263
73760,76153,318
73760,76187,313
73760,76243,140
73760,76300,189
73760,76316,345
73760,76354,102
73760,76442,74
73760,76462,301
73760,76513,258
73760,76541,242
73760,76550,427
73760,76554,69
73760,76573,438
73760,76579,385
73760,76599,196
73760,76604,48
73760,76634,401
73760,76655,361
73760,76673,133
73760,76712,18
73760,76727,288
73760,76732,346
73760,76735,21
73760,76759,264
73760,76801,388
73760,76812,173
73760,76819,538
73760,76824,331
73760,76840,332
73760,76844,451
73760,76851,126
73760,76862,546
73760,76921,239
73760,76949,72
73760,76963,67
73760,77007,482
73760,77022,521
73760,77039,168
73760,77056,250
73760,77076,248
73760,77104,459
73760,77108,49
73760,77110,367
73760,77142,199
73760,77166,500
73760,77174,392
73760,77182,35
73760,77189,266
73760,77223,30
73760,77227,577
73760,77250,35
73760,77295,525
73760,77303,177
73760,77317,314
73760,77342,138
73760,77377,447
73760,77387,316
73760,77398,218
73760,77406,360
73760,77433,503
73760,77434,69
73760,77450,107
73760,77469,236
73760,77481,140
73760,77485,195
73760,77489,548
73760,77511,360
73760,77520,416
73760,77546,101
73760,77559,312
73760,77561,428
73760,77577,165
73760,77604,365
73760,77614,167
73760,77624,607
73760,77639,342
73760,77669,226
73760,77678,358
73760,77688,197
73760,77692,412
73760,77700,217
73760,77738,399
73760,77742,365
73760,77800,175
73760,77809,491
73760,77815,169
73760,77818,379
73760,77820,245
73760,77870,352
73760,77871,176
73760,77872,433
73760,77877,456
73760,77883,430
73760,77887,500
73760,77897,316
73760,77910,360
73760,77930,493
73760,77931,2
73760,77987,172
73760,77989,440
73760,78066,417
73760,78070,122
73760,78098,441
73760,78144,40
73760,78187,369
73760,78204,278
73760,78205,218
73760,78207,403
73760,78212,352
73760,78231,89
73760,78233,412
73760,78242,511
73760,78249,306
73760,78278,360
73760,78289,240
73760,78300,551
73760,78344,462
73760,78360,288
73760,78388,195
73760,78425,538
73760,78461,100
73760,78467,527
73760,78478,247
73760,78487,341
73760,78510,7
73760,78579,456
73760,78679,542
73760,78692,244
73760,78703,480
73760,78726,419
73760,78771,124
73760,78903,457
73760,78929,145
73760,78974,126
73760,79022,49
73760,79047,490
73760,79049,366
73760,79060,426
73760,79066,468
73760,79079,19
73760,79126,470
73760,79169,252
73760,79188,251
73760,79203,232
73760,79208,384
73760,79320,195
73760,79358,206
73760,79409,133
73760,79460,403
73760,79524,344
73760,79701,13
73760,79719,23
73760,79968,393
73760,80004,18
73760,80020,354
73760,80109,293
73760,80264,263
73760,80332,116
73760,80833,9
73760,80838,380
73760,113707,227
73760,114425,137
73760,114430,444
73760,114489,306
73760,114588,508
73760,280907,216
73760,282361,140
73760,282575,385
73760,282586,477
73760,282587,22
73760,282599,188
73760,1000000,407
73760,1000001,7
73760,1000002,499
73760,1000003,299
73760,1000004,343
73760,1000005,10
73760,1000007,95
73760,1000008,7
73760,1000009,409
73760,1000010,128
73760,1000011,97
73760,1000012,25
73760,1000013,304
73760,1000014,37
73760,1000015,281
73760,1000016,121
73760,1000017,485
73760,1000018,523
73760,1000019,517
73760,1000020,421
73760,1000021,340
73760,1000022,364
73760,1000023,496
73760,1000024,320
73760,1000025,515
73760,1000026,401
73760,1000027,315
73760,1000028,471
73760,1000029,103
73760,1000030,443
73760,1000031,367
73760,1000032,379
73760,1000033,484
73760,1000034,225
73760,1000035,517
73760,1000036,179
73760,1000037,268
73760,1000038,436
73760,1000039,362
73760,1000040,1
73760,1000041,55
73760,1000042,85
73760,1000043,466
73760,1000044,490
73760,1000045,247
73760,1000046,248
73760,1000047,170
73760,1000048,415
73760,2146236900,366
73760,2146237252,387
73760,2146237358,305
73760,2146237363,95
73760,2146237366,465
73760,2146237373,247
73760,2146237375,189
73760,2146237805,283
73760,2146237822,148
73760,2146237837,356
73760,2146237900,451
73760,2146237901,196
73760,2146237902,498
73760,2146237904,13
73760,2146237906,264
73760,2146237907,409
73760,2146237908,349
73760,2146237909,398
73760,2146237910,504
73760,2146237911,105
73760,2146237912,178
73760,2146237913,439
73760,2146237915,419
73760,2146237917,344
73760,2146237920,107
73760,2146237921,23
73760,2146237928,466
73760,2146237929,15
73760,2146237930,132
73760,2146237931,45
73760,2146237932,450
73816,73510,164
73816,73751,336
73816,73760,94
73816,73816,416
73816,73876,292
73816,73972,339
73816,74055,263
73816,74232,304
73816,74451,531
73816,74521,179
73816,74723,371
73816,74984,375
73816,75006,95
73816,75064,51
73816,75131,459
73816,75279,50
73816,75318,395
73816,75467,159
73816,75533,132
73816,75579,184
73816,75627,527
73816,75631,242
73816,75634,18
73816,75659,470
73816,75766,494
73816,75778,3
73816,75794,349
73816,75880,259
73816,75937,343
73816,75961,367
73816,76069,54
73816,76072,289
73816,76108,187
73816,76138,217
73816,76144,231
73816,76153,76
73816,76187,30
73816,76243,413
73816,76300,203
73816,76316,41
73816,76354,474
73816,76442,45
73816,76462,10
73816,76513,459
73816,76541,195
73816,76550,289
73816,76554,238
73816,76573,432
73816,76579,88
73816,76599,480
73816,76604,159
73816,76634,175
73816,76655,547
73816,76673,216
73816,76712,25
73816,76727,365
73816,76732,300
73816,76735,153
73816,76759,380
73816,76801,571
73816,76812,126
73816,76819,100
73816,76824,505
73816,76840,1
73816,76844,286
73816,76851,37
73816,76862,110
73816,76921,38
73816,76949,412
73816,76963,215
73816,77007,346
73816,77022,82
73816,77039,49
73816,77056,432
73816,77076,394
73816,77104,362
73816,77108,469
73816,77110,217
73816,77142,352
73816,77166,119
73816,77174,350
73816,77182,152
73816,77189,346
73816,77223,487
73816,77227,317
73816,77250,249
73816,77295,88
73816,77303,557
73816,77317,280
73816,77342,541
73816,77377,116
73816,77387,537
73816,77398,469
73816,77406,329
73816,77433,439
73816,77434,87
73816,77450,200
73816,77469,325
73816,77481,501
73816,77485,26
73816,77489,1
73816,77511,244
73816,77520,242
73816,77546,18
73816,77559,94
73816,77561,361
73816,77577,282
73816,77604,92
73816,77614,123
73816,77624,484
73816,77639,323
73816,77669,471
73816,77678,204
73816,77688,235
73816,77692,79
73816,77700,351
73816,77738,16
73816,77742,516
73816,77800,301
73816,77809,349
73816,77815,85
73816,77818,453
73816,77820,12
73816,77870,101
73816,77871,90
73816,77872,80
73816,77877,55
73816,77883,204
73816,77887,292
73816,77897,133
73816,77910,87
73816,77930,267
73816,77931,242
73816,77987,126
73816,77989,113
73816,78066,483
73816,78070,359
73816,78098,427
73816,78144,419
73816,78187,495
73816,78204,4
73816,78205,449
73816,78207,445
73816,78212,75
73816,78231,104
73816,78233,17
73816,78242,495
73816,78249,394
73816,78278,274
73816,78289,25
73816,78300,554
73816,78344,463
73816,78360,467
73816,78388,102
73816,78425,148
73816,78461,61
73816,78467,422
73816,78478,114
73816,78487,23
73816,78510,415
73816,78579,347
73816,78679,163
73816,78692,156
73816,78703,114
73816,78726,356
73816,78771,495
73816,78903,30
73816,78929,503
73816,78974,147
73816,79022,284
73816,79047,98
73816,79049,161
73816,79060,297
73816,79066,120
73816,79079,300
73816,79126,348
73816,79169,69
73816,79188,284
73816,79203,123
73816,79208,423
73816,79320,271
73816,79358,503
73816,79409,344
73816,79460,175
73816,79524,236
73816,79701,40
73816,79719,452
73816,79968,475
73816,80004,529
73816,80020,143
73816,80109,199
73816,80264,197
73816,80332,170
73816,80833,407
73816,80838,343
73816,113707,127
73816,114425,95
73816,114430,430
73816,114489,370
73816,114588,159
73816,280907,251
73816,282361,121
73816,282575,222
73816,282586,511
73816,282587,330
73816,282599,181
73816,1000000,197
73816,1000001,493
73816,1000002,457
73816,1000003,471
73816,1000004,217
73816,1000005,360
73816,1000007,33
73816,1000008,422
73816,1000009,292
73816,1000010,33
73816,1000011,150
73816,1000012,25
73816,1000013,187
73816,1000014,150
73816,1000015,399
73816,1000016,500
73816,1000017,190
73816,1000018,279
73816,1000019,336
73816,1000020,417
73816,1000021,380
73816,1000022,429
73816,1000023,308
73816,1000024,374
73816,1000025,64
73816,1000026,178
73816,1000027,2
73816,1000028,451
73816,1000029,518
73816,1000030,266
73816,1000031,68
73816,1000032,302
73816,1000033,48
73816,1000034,390
73816,1000035,288
73816,1000036,525
73816,1000037,193
73816,1000038,16
73816,1000039,444
73816,1000040,4
73816,1000041,140
73816,1000042,492
73816,1000043,86
73816,1000044,38
73816,1000045,118
73816,1000046,535
73816,1000047,198
73816,1000048,331
73816,2146236900,396
73816,2146237358,257
73816,2146237363,515
73816,2146237366,161
73816,2146237373,366
73816,2146237375,140
73816,2146237805,547
73816,2146237822,149
73816,2146237837,142
73816,2146237900,300
73816,2146237901,303
73816,2146237902,92
73816,2146237904,570
73816,2146237906,20
73816,2146237907,158
73816,2146237908,164
73816,2146237909,256
73816,2146237910,102
73816,2146237911,163
73816,2146237912,279
73816,2146237913,102
73816,2146237915,186
73816,2146237917,8
73816,2146237920,477
73816,2146237921,275
73816,2146237928,67
73816,2146237929,302
73816,2146237930,25
73816,2146237931,291
73816,2146237932,342
73876,73510,4
73876,73751,538
73876,73760,104
73876,73816,104
73876,73876,241
73876,73972,405
73876,74055,556
73876,74232,108
73876,74451,290
73876,74521,95
73876,74723,493
73876,74984,18
73876,75006,332
73876,75064,229
73876,75131,364
73876,75279,546
73876,75318,58
73876,75467,393
73876,75533,53
73876,75579,374
73876,75627,263
73876,75631,272
73876,75634,359
73876,75659,275
73876,75766,563
73876,75778,173
73876,75794,517
73876,75880,167
73876,75937,315
73876,75961,36
73876,76069,27
73876,76072,322
73876,76108,22
73876,76138,268
73876,76144,149
73876,76153,476
73876,76187,113
73876,76243,292
73876,76300,455
73876,76316,533
73876,76354,309
73876,76442,164
73876,76462,34
73876,76513,353
73876,76541,258
73876,76550,408
73876,76554,574
73876,76573,545
73876,76579,457
73876,76599,269
73876,76604,187
73876,76634,544
73876,76655,209
73876,76673,539
73876,76712,324
73876,76727,486
73876,76732,42
73876,76735,368
73876,76759,72
73876,76801,462
73876,76812,411
73876,76819,277
73876,76824,477
73876,76840,197
73876,76844,561
73876,76851,173
73876,76862,116
73876,76921,343
73876,76949,303
73876,76963,532
73876,77007,31
73876,77022,105
73876,77039,226
73876,77056,526
73876,77076,10
73876,77104,306
73876,77108,510
73876,77110,446
73876,77142,452
73876,77166,303
73876,77174,325
73876,77182,60
73876,77189,374
73876,77223,518
73876,77227,229
73876,77250,15
73876,77295,239
73876,77303,199
73876,77317,167
73876,77342,269
73876,77377,185
73876,77387,146
73876,77398,4
73876,77406,216
73876,77433,263
73876,77434,557
73876,77450,467
73876,77469,368
73876,77481,191
73876,77485,545
73876,77489,489
73876,77511,446
73876,77520,517
73876,77546,328
73876,77559,310
73876,77561,499
73876,77577,525
73876,77604,314
73876,77614,125
73876,77624,116
73876,77639,274
73876,77669,329
73876,77678,201
73876,77688,209
73876,77692,335
73876,77700,208
73876,77738,70
73876,77742,60
73876,77800,72
73876,77809,360
73876,77815,452
73876,77818,409
73876,77820,483
73876,77870,34
73876,77871,316
73876,77872,462
73876,77877,431
73876,77883,238
73876,77887,401
73876,77897,351
73876,77910,225
73876,77930,512
73876,77931,512
73876,77987,46
73876,77989,532
73876,78066,271
73876,78070,61
73876,78098,472
73876,78144,393
73876,78187,100
73876,78204,411
73876,78205,473
73876,78207,502
73876,78212,253
73876,78231,363
73876,78233,366
73876,78242,499
73876,78249,46
73876,78278,364
73876,78289,264
73876,78300,213
73876,78344,472
73876,78360,434
73876,78388,1
73876,78425,88
73876,78461,336
73876,78467,448
73876,78478,340
73876,78487,261
73876,78510,125
73876,78579,138
73876,78679,206
73876,78692,408
73876,78703,223
73876,78726,367
73876,78771,263
73876,78903,477
73876,78929,342
73876,78974,418
73876,79022,503
73876,79047,170
73876,79049,402
73876,79060,58
73876,79066,480
73876,79079,406
73876,79126,385
73876,79169,385
73876,79188,440
73876,79203,185
73876,79208,101
73876,79320,247
73876,79358,362
73876,79409,507
73876,79460,238
73876,79524,415
73876,79701,65
73876,79719,104
73876,79968,270
73876,80004,466
73876,80020,362
73876,80109,110
73876,80264,388
73876,80332,225
73876,80833,91
73876,80838,112
73876,113707,173
73876,114425,523
73876,114430,94
73876,114489,302
73876,114588,404
73876,280907,197
73876,282361,519
73876,282575,81
73876,282586,566
73876,282587,430
73876,282599,132
73876,1000000,205
73876,1000001,173
73876,1000002,538
73876,1000003,65
73876,1000004,481
73876,1000005,537
73876,1000007,157
73876,1000008,418
73876,1000009,275
73876,1000010,498
73876,1000011,188
73876,1000012,158
73876,1000013,63
73876,1000014,90
73876,1000015,501
73876,1000016,292
73876,1000017,106
73876,1000018,489
73876,1000019,392
73876,1000020,518
73876,1000021,516
73876,1000022,75
73876,1000023,119
73876,1000024,117
73876,1000025,220
73876,1000026,24
73876,1000027,402
73876,1000028,293
73876,1000029,475
73876,1000030,421
73876,1000031,244
73876,1000032,109
73876,1000033,203
73876,1000034,323
73876,1000035,135
73876,1000036,200
73876,1000037,247
73876,1000038,440
73876,1000039,175
73876,1000040,552
73876,1000041,247
73876,1000042,85
73876,1000043,404
73876,1000044,51
73876,1000045,468
73876,1000046,483
73876,1000047,63
73876,1000048,244
73876,2146236900,115
73876,2146237252,361
73876,2146237358,149
73876,2146237363,545
73876,2146237366,390
73876,2146237373,485
73876,2146237375,243
73876,2146237805,283
73876,2146237822,259
73876,2146237837,10
73876,2146237900,412
73876,2146237901,447
73876,2146237902,411
73876,2146237904,301
73876,2146237906,358
73876,2146237907,82
73876,2146237908,389
73876,2146237909,63
73876,2146237910,315
73876,2146237911,447
73876,2146237912,381
73876,2146237913,231
73876,2146237915,101
73876,2146237917,18
73876,2146237920,309
73876,2146237921,553
73876,2146237928,238
73876,2146237929,243
73876,2146237930,14
73876,2146237931,179
73876,2146237932,68
73972,73510,135
73972,73751,96
73972,73760,163
73972,73816,364
73972,73876,319
73972,73972,409
73972,74055,26
73972,74232,57
73972,74451,370
73972,74521,302
73972,74723,25
73972,74984,517
73972,75006,169
73972,75064,159
73972,75131,76
73972,75279,211
73972,75318,205
73972,75467,437
73972,75533,141
73972,75579,166
73972,75627,217
73972,75631,188
73972,75634,367
73972,75659,439
73972,75766,527
73972,75778,470
73972,75794,401
73972,75880,435
73972,75937,193
73972,75961,142
73972,76069,318
73972,76072,357
73972,76108,28
73972,76138,229
73972,76144,13
73972,76153,392
73972,76187,528
73972,76243,54
73972,76300,344
73972,76316,328
73972,76354,204
73972,76442,423
73972,76462,526
73972,76513,67
73972,76541,295
73972,76550,304
73972,76554,69
73972,76573,588
73972,76579,434
73972,76599,51
73972,76604,362
73972,76634,70
73972,76655,274
73972,76673,433
73972,76712,439
73972,76727,139
73972,76732,439
73972,76735,250
73972,76759,517
73972,76801,289
73972,76812,141
73972,76819,545
73972,76824,108
73972,76840,440
73972,76844,253
73972,76851,190
73972,76862,17
73972,76921,166
73972,76949,1
73972,76963,524
73972,77007,484
73972,77022,521
73972,77039,73
73972,77056,227
73972,77076,287
73972,77104,62
73972,77108,6
73972,77110,555
73972,77142,408
73972,77166,254
73972,77174,179
73972,77182,489
73972,77189,279
73972,77223,91
73972,77227,496
73972,77250,228
73972,77295,134
73972,77303,351
73972,77317,148
73972,77342,392
73972,77377,179
73972,77387,512
73972,77398,170
73972,77406,420
73972,77433,296
73972,77434,11
73972,77450,538
73972,77469,303
73972,77481,397
73972,77485,545
73972,77489,96
73972,77511,315
73972,77520,213
73972,77546,312
73972,77559,524
73972,77561,334
73972,77577,316
73972,77604,104
73972,77614,293
73972,77624,82
73972,77639,204
73972,77669,176
73972,77678,460
73972,77688,350
73972,77692,271
73972,77700,442
73972,77738,275
73972,77742,221
73972,77800,156
73972,77809,294
73972,77815,348
73972,77818,337
73972,77820,266
73972,77870,240
73972,77871,160
73972,77872,285
73972,77877,334
73972,77883,256
73972,77887,142
73972,77897,254
73972,77910,332
73972,77930,196
73972,77931,17
73972,77987,318
73972,77989,462
73972,78066,262
73972,78070,313
73972,78098,350
73972,78144,225
73972,78187,152
73972,78204,46
73972,78205,79
73972,78207,322
73972,78212,269
73972,78231,78
73972,78233,84
73972,78242,217
73972,78249,536
73972,78278,393
73972,78289,497
73972,78300,400
73972,78344,474
73972,78360,382
73972,78388,302
73972,78425,53
73972,78461,265
73972,78467,115
73972,78478,471
73972,78487,387
73972,78510,543
73972,78579,125
73972,78679,444
73972,78692,425
73972,78703,141
73972,78726,535
73972,78771,346
73972,78903,305
73972,78929,549
73972,78974,459
73972,79022,224
73972,79047,405
73972,79049,264
73972,79060,539
73972,79066,508
73972,79079,30
73972,79126,431
73972,79169,142
73972,79188,299
73972,79203,171
73972,79208,258
73972,79320,545
73972,79358,299
73972,79409,416
73972,79460,401
73972,79524,306
73972,79701,415
73972,79719,172
73972,79968,204
73972,80004,345
73972,80020,55
73972,80109,238
73972,80264,360
73972,80332,432
73972,80833,443
73972,80838,109
73972,113707,407
73972,114425,51
73972,114430,313
73972,114489,19
73972,114588,59
73972,280907,418
73972,282361,349
73972,282575,330
73972,282586,345
73972,282587,22
73972,282599,220
73972,1000000,74
73972,1000001,2
73972,1000002,441
73972,1000003,471
73972,1000004,488
73972,1000005,413
73972,1000007,397
73972,1000008,235
73972,1000009,256
73972,1000010,9
73972,1000011,47
73972,1000012,243
73972,1000013,179
73972,1000014,203
73972,1000015,85
73972,1000016,563
73972,1000017,20
73972,1000018,509
73972,1000019,286
73972,1000020,345
73972,1000021,286
73972,1000022,299
73972,1000023,32
73972,1000024,23
73972,1000025,101
73972,1000026,52
73972,1000027,470
73972,1000028,290
73972,1000029,184
73972,1000030,464
73972,1000031,290
73972,1000032,480
73972,1000033,51
73972,1000034,86
73972,1000035,237
73972,1000036,1
73972,1000037,405
73972,1000038,474
73972,1000039,543
73972,1000040,499
73972,1000041,483
73972,1000042,449
73972,1000043,196
73972,1000044,301
73972,1000045,168
73972,1000046,401
